,ae,term_code,term,samp_id,term_llt_or_pt
456,knocking me about,10016370,malaise,349084992611164160,feeling unwell
457,hangover,10019136,hangover,343374668801138688,hangover effect
458,tremors,10044565,tremor,351689824148799489,tremor
459,tension in my nerves,10043272,tension,351689824148799489,tension nervous
460,shaking,10040528,tremor,351689824148799489,shaking
461,migraines,10027599,migraine,341954740059516928,migraine
462,tolerant,10043087,tachyphylaxis,344470680961679362,tachyphylaxis
463,sick,10016365,malaise,349189973662134272,feeling sick
464,halitosis,10019058,breath odour,341332687891611649,halitosis
465,trying to get up,10019158,somnolence,350668902902145028,hard to awaken
466,depressed,10012378,depression,351683349422673920,depression
467,miserable,10016342,feeling abnormal,340686873942966273,feeling miserable
468,crippled,10022876,disability,353832654724022273,invalid
469,never have another orgasm,10021574,anorgasmia,333697653349179393,inability to orgasm
470,restless legs,10038742,restless legs syndrome,351446999637299200,restless legs
471,sweating,10042661,hyperhidrosis,350606045862830080,sweating
472,broken sleep,10040999,sleep disorder,351039957969797120,sleep disturbed
473,groggy in the morning,10018732,somnolence,347149965631553536,groggy on awakening
474,hard to digest,10012790,dyspepsia,333007591879884802,difficult digestion
475,vasovagal pre-syncope,10036507,presyncope,333007591879884802,pre-syncope
476,toxicity,10013746,toxicity to various agents,333007591879884802,drug toxicity
477,got ten minutes of sleep,10041001,insomnia,352596786940100609,sleep loss
478,ataxia,10003591,ataxia,341318438989471745,ataxia
479,dream,10000125,abnormal dreams,340448348303663104,abnormal dreams
480,flat,10016759,flat affect,347414282138431488,flat affect
481,weight gain,10047896,weight increased,347414282138431488,weight gain
482,feeling like you have to poop,10057071,rectal tenesmus,341890864739663872,rectal tenesmus
483,stay up all night,10041001,insomnia,341890864739663872,sleep loss
484,haven't slept,10041001,insomnia,345124251742904320,sleep loss
485,anxiety,10002855,anxiety,341947752005107713,anxiety
486,irrational,10022989,thinking abnormal,341947752005107713,irrational
487,coma,10041349,somnolence,345025450898231296,somnolence
488,sick,10016365,malaise,345284736110960641,feeling sick
489,tolerance to the sun,10042494,photosensitivity reaction,341996255213400064,sun sensitivity
490,withdrawal,10048010,withdrawal syndrome,348748124916965377,withdrawal syndrome
491,ache,10000424,pain,346732358474547200,ache
492,hungover,10019136,hangover,341763429310267392,hangover effect
493,depressed,10012378,depression,346476151549612032,depression
494,wideawake,10012804,insomnia,342891051788402688,difficulty sleeping
495,15 hours sleep,10041000,hypersomnia,331071076161437696,sleep excessive
496,withdrawals,10073281,withdrawal syndrome,344389958812983296,withdrawal symptom
497,gotta wake up,10019158,somnolence,333081207036342272,hard to awaken
498,knock me the fuck out ,10024855,loss of consciousness,341919706502029313,loss of consciousness
499,sleep right now,10041014,somnolence,342210117292392448,sleepiness
500,zombified,10016384,feeling abnormal,332459161407324162,felt like a zombie
501,couldn't fall asleep,10044698,initial insomnia,343738299350908928,trouble falling asleep
502,tourettes,10044126,tourette's disorder,344787549706940416,tourette's disorder
503,twitchy,10045198,muscle twitching,344787549706940416,twitching
504,headache,10019211,headache,342479732811644929,headache
505,heart stopped,10007517,cardiac arrest,342681916622909442,cardiac arrest transient
506,tremors,10044565,tremor,350237950187016194,tremor
507,leg is itching,10023091,pruritus,352862592072560640,itchy legs
508,paranoia,10033864,paranoia,352862592072560640,paranoia
509,zombified,10016384,feeling abnormal,347360872278151168,felt like a zombie
510,crippled,10049278,gait inability,349202688950542336,unable to walk
511,urge to vomit,10047700,vomiting,344351386542174208,vomiting
512,feel disgusting,10028822,nausea,344351386542174208,nauseated
513,talk a mile a minute,10043111,logorrhoea,344827002508939264,talkativeness
514,no feelings,10071175,emotional poverty,349208893144043523,lack of feeling emotions
515,hyper,10020554,psychomotor hyperactivity,340260780266123264,hyperactive
516,sleeping schedule of a vampire,10041017,insomnia,342537091495895040,sleeplessness
517,back,10003988,back pain,346343460770557953,back pain
518,walking painful,10047810,gait disturbance,346343460770557953,walking difficulty
519,knee pain,10023477,arthralgia,346343460770557953,knee pain
520,allergic reaction,10001718,hypersensitivity,352936510225522688,allergic reaction
521,sick,10016365,malaise,350042686507581440,feeling sick
522,doesn't even work for me anymore,10043087,tachyphylaxis,350042686507581440,tachyphylaxis
523,vision shake,10052087,oscillopsia,343354898609471488,oscillopsia
524,burns,10022053,injection site pain,347326324085510144,injection site burning
525,crazier,10037234,psychotic disorder,351455090193858560,psychosis
526,erectile dysfunction,10061461,erectile dysfunction,333777166175186944,erectile dysfunction
527,fast pulse,10037484,heart rate increased,351605957421309952,pulse rapid
528,not going to go to bed,10022437,insomnia,341819046519517186,insomnia
529,impotency,10021550,erectile dysfunction,352844700597764096,impotence
530,grumpy,10023000,irritability,328529078753845248,irritable
531,exhausted,10015667,fatigue,328529078753845248,exhaustion
532,hit hard,10039897,sedation,351163750826524672,sedation
533,exhaustion ,10015667,fatigue,340398510069411842,exhaustion
534,never sleep,10041001,insomnia,340398510069411842,sleep loss
535,may not switch your brain off,10067192,tachyphrenia,340398510069411842,racing thoughts
536,dry mouth,10013781,dry mouth,331501881933312000,dry mouth
537,withdrawals,10073281,withdrawal syndrome,354458322214191104,withdrawal symptom
538,loss of circulation ,10036155,poor peripheral circulation,354458322214191104,poor peripheral circulation
539,weight gain,10047896,weight increased,333675186622701570,weight gain
540,joint pain,10023222,arthralgia,329669841520836608,joint pain
541,insomniac,10022437,insomnia,341657848503226369,insomnia
542,anxious,10016323,anxiety,341657848503226369,feeling anxious
543,pain,10033371,pain,351492291271213056,pain
544,did make my legs go,10038742,restless legs syndrome,351687991451860992,restless legs
545,restlessness,10038743,restlessness,351687991451860992,restlessness
546,crying,10011469,crying,345979692031025153,crying
547,withdrawls,10073281,withdrawal syndrome,345979692031025153,withdrawal symptom
548,after sting,10058683,injection site pain,348907867593658368,injection site stinging
549,spazzing out,10014559,emotional disorder,342026873712308224,emotional reaction
550,back pain,10003988,back pain,332511485043548162,back pain
551,sad,10016364,depressed mood,332511485043548162,feeling sad
552,crying,10011469,crying,332511485043548162,crying
553,zap me of all energy,10024862,asthenia,328087000341180416,loss of energy
554,not feeling good,10016370,malaise,328087000341180416,feeling unwell
555,lethargy,10024262,lethargy,333933432587554816,lethargic
556,allergic reaction,10001718,hypersensitivity,345607014812110848,allergic reaction
557,dreams,10000125,abnormal dreams,348547723034771457,abnormal dreams
558,brain zaps,10033775,paraesthesia,341598226094383104,paraesthesia
559,sick,10016365,malaise,347742381237473280,feeling sick
560,lower back pain,10024891,back pain,346488248320794624,low back pain
561,crippled,10049278,gait inability,346488248320794624,unable to walk
562,eat,10003028,decreased appetite,342015253569216514,appetite lost
563,don't feel fully human,10071175,emotional poverty,342854702708449280,lack of feeling emotions
564,felt like sumo wrestler,10005264,abdominal distension,344347416289488896,bloated feeling
565,weight gain,10047896,weight increased,351635820056289281,weight gain
566, tremors,10044565,tremor,351635820056289281,tremor
567,high,10016333,euphoric mood,344528512004272129,feeling high
568,reaction,10001718,hypersensitivity,341636700323344384,allergic reaction
569,hip joints just started hurting,10033432,arthralgia,350789905833664512,pain in hip
570,vitamin d malsorption,10047626,vitamin d deficiency,342607933672148992,vitamin d deficiency
571,calcium problems,10006956,calcium deficiency,342607933672148992,calcium deficiency
572,steven johnson syndrome,10042030,stevens-johnson syndrome,341876837900746752,stevens johnson syndrome
573,dizzy,10013573,dizziness,342383575078944768,dizziness
574,out if it,10041374,feeling abnormal,342383575078944768,spaced out
575,confused,10010300,confusional state,342383575078944768,confusion
576,moods are void of stability,10027951,mood swings,340345183008870400,mood swings
577,horrendous venlafaxine dream,10004063,nightmare,352699823213920256,bad dreams
578,sick ,10016365,malaise,345280161941430272,feeling sick
579,sick,10016365,malaise,345280161941430272,feeling sick
580,ability to cum,10021574,anorgasmia,348146788143861760,inability to orgasm
581,fluid retention,10016807,fluid retention,347986748795650048,fluid retention
582,muscle spasms,10028333,muscle spasms,347986748795650048,muscle spasm
583,mobile,10021417,immobile,347986748795650048,immobile
584,barely able to stay awake,10041014,somnolence,351724300887273472,sleepiness
585,respiratory probs,10038683,respiratory disorder,351523364428451840,respiratory disorder
586,dream all types of crazy,10004969,abnormal dreams,349736979090509824,bizarre dreams
587,anxious,10016323,anxiety,343836978212642817,feeling anxious
588,tired,10043890,fatigue,343836978212642817,tiredness
589,nap,10011865,somnolence,341835868912353280,daytime sleepiness
590,boner kryptonite,10015118,erectile dysfunction,333121972554825729,erection failure
591,withdrawal,10073281,withdrawal syndrome,340250799298973696,withdrawal symptom
592,gained 3stone,10047896,weight increased,342059686394200064,weight gain
593,disturbed sleep,10040999,sleep disorder,331163351818330114,sleep disturbed
594,bad dreams,10004063,nightmare,331163351818330114,bad dreams
595,driving me insane,10048345,mental disorder,344983576493817856,mental state abnormal aggravated
596,ocd,10029898,obsessive-compulsive disorder,342147988937920512,obsessive-compulsive disorder
597,bad dreams,10004063,nightmare,331004479497465857,bad dreams
598,slept through every alarm,10019158,somnolence,332473148018663424,hard to awaken
599,dissociation,10013457,dissociation,333161437751042048,dissociation
600,naptime,10041014,somnolence,343491179695964160,sleepiness
601,tired,10043890,fatigue,343491179695964160,tiredness
602,doing things difficult,10027348,disturbance in attention,349447249161494530,mental concentration difficulty
603,fall asleep,10041349,somnolence,349447249161494530,somnolence
604,dizzy,10013580,dizziness,333444462229479424,dizzy
605,tired,10043890,fatigue,333444462229479424,tiredness
606,sleep paralysis,10041002,sleep paralysis,347124997317345280,sleep paralysis
607,lucid dreaming,10079069,abnormal dreams,347124997317345280,lucid dreams
608,dark night of the soul,10012374,depressed mood,349860621141028865,depressed mood
609,stomach ache,10042076,abdominal pain upper,346773119140233217,stomach ache
610,headache,10019211,headache,346773119140233217,headache
611,haze,10017565,feeling abnormal,348379241827688448,fuzzy
612,munchies,10016336,hunger,330742256787156993,feeling hungry
613,slur,10041053,dysarthria,351514109889617920,slurred speech
614,zombie,10016384,feeling abnormal,340523944761249794,felt like a zombie
615,pain,10033371,pain,340523944761249794,pain
616,hurt,10033371,pain,332308454372950016,pain
617,feeling like shit,10016370,malaise,336971197185146882,feeling unwell
618,lightheaded,10024490,dizziness,341752534295248897,light-headed
619,zombified,10016384,feeling abnormal,353102470534279169,felt like a zombie
620,gained 80 pounds,10047896,weight increased,348478051098718208,weight gain
621,feel so drink,10013767,feeling drunk,343238435450015744,drunk-like effect
622,nauseated,10028822,nausea,343238435450015744,nauseated
623,cant really walk,10049278,gait inability,343238435450015744,unable to walk
624,munchies,10016336,hunger,333467863526563840,feeling hungry
625,pain,10033371,pain,351487964435587074,pain
626,pee so often,10046600,pollakiuria,349211958056202244,urination frequency of
627,antsy,10038740,restlessness,340529630492639232,restless
628,ill,10021345,malaise,348846174846992384,ill feeling
629,gi effects,10018028,abdominal discomfort,353569952357285889,gastrointestinal upset
630,sleepiness,10041014,somnolence,353569952357285889,sleepiness
631,drowsiness,10013649,somnolence,353569952357285889,drowsiness
632,paraesthesia,10033775,paraesthesia,343659472046153728,paraesthesia
633,crabby,10023000,irritability,332391358042083328,irritable
634,sluggish and groggy,10041052,sluggishness,332391358042083328,sluggishness
635,nasty,10016370,malaise,333286778628870145,feeling unwell
636,addicted,10012336,drug dependence,340287660444749825,dependence addictive
637,chest pain,10008479,chest pain,353523202628124672,chest pain
638,nausea,10028813,nausea,358371997434134529,nausea
639,dilated pupils,10013014,mydriasis,358371997434134529,dilated pupils
640,blurry vision,10005889,vision blurred,358371997434134529,blurry vision
641,headaches,10019211,headache,358371997434134529,headache
642,no sleeping,10041001,insomnia,342132195806310400,sleep loss
643,gain weight,10047896,weight increased,347785064433729537,weight gain
644,sleep,10040995,sleep disorder,347785064433729537,sleep disturbance
645,like wading through treacle getting up,10018732,somnolence,327354645095784449,groggy on awakening
646,weight,10047896,weight increased,349248724083544064,weight gain
647,impotency,10021550,erectile dysfunction,352846236526706689,impotence
648,grinds the shit out of their teeth,10043176,bruxism,343001295990427648,teeth grinding
649,eat so much,10021654,increased appetite,347561124721479681,increased appetite
650,hungry,10016336,hunger,354277272758398977,feeling hungry
651,allergic,10001718,hypersensitivity,340839013978087424,allergic reaction
652,hangover,10019136,hangover,333878722874707968,hangover effect
653,allergic reaction,10001718,hypersensitivity,352936340440092673,allergic reaction
654,going off of olanzapine is no picnic,10048010,withdrawal syndrome,340773072036560897,withdrawal syndrome
655,addiction,10001125,dependence,339786137767919618,addiction
656,coming off effexor was the worst,10048010,withdrawal syndrome,351610112521154561,withdrawal syndrome
657,gastro pain,10017999,gastrointestinal pain,349900825138692098,gastrointestinal pain
658,crying,10011469,crying,349900825138692098,crying
659,can't go back to sleep,10041001,insomnia,344898461449199618,sleep loss
660,need to be awake,10041349,somnolence,349684697766440960,somnolence
661,dry mouth,10013781,dry mouth,332273658179493889,dry mouth
662,shaky,10040528,tremor,345783011658313729,shaking
663,headache,10019211,headache,344268787182338049,headache
664,addiction,10001125,dependence,344268787182338049,addiction
665,dependance,10013663,drug dependence,344268787182338049,drug dependence
666,sleeping schedule of a fucking vampire,10041001,insomnia,342536907055591424,sleep loss
667,bone,10036661,priapism,353718423064297473,priapism
668,headache,10019211,headache,344970612671905793,headache
669,back pain,10003988,back pain,344970612671905793,back pain
670,mad,10002368,anger,341917271851151360,anger
671,pain,10033371,pain,350891051063574529,pain
672,sleep paralysis,10041002,sleep paralysis,327147666570108928,sleep paralysis
673,holes in my head,10027374,mental impairment,349165462417977344,mental impairment
674,depressed,10012378,depression,344600649050243073,depression
675,make me a bigger asshole,10034719,personality change,342052382705844224,personality change
676,withdrawals,10073281,withdrawal syndrome,328287774262321153,withdrawal symptom
677,sweatin,10042661,hyperhidrosis,342307555504173057,sweating
678,pains,10033371,pain,348807944244166658,pain
679,burned,10006784,burning sensation,347423789698654209,burning sensation
680,tired,10043890,fatigue,340811627488239616,tiredness
681,jitters,10023191,feeling jittery,341958012736507904,jitteriness
682,restlessness,10038743,restlessness,341958012736507904,restlessness
683,no legit sex,10040477,sexual dysfunction,340300906463649793,sexual dysfunction
684,resisting it,10043087,tachyphylaxis,332848240263327744,tachyphylaxis
685,cravings ,10056465,food craving,351665424720609280,food craving
686,alcoholism,10001639,alcoholism,351665424720609280,alcoholism
687,emotional,10014555,affect lability,349644702485716992,emotional lability
688,depressed,10012378,depression,351442731454828544,depression
689,depressed,10012374,depressed mood,351442731454828544,depressed mood
690,angry,10002368,anger,351442731454828544,anger
691,worsening pain,10033499,pain,345577264949379072,pain worsened
692,depressed,10012378,depression,342671774519009280,depression
693,burn my veins,10006784,burning sensation,351490204550447105,burning sensation
694,zombie,10016384,feeling abnormal,347388933082066947,felt like a zombie
695,priapism,10036661,priapism,332748904128974848,priapism
696,addicted,10001125,dependence,340180531025174528,addiction
697,wonky,10016366,feeling abnormal,342397871229911040,feeling strange
698,forgetting,10017060,memory impairment,350480290839408640,forgetfulness
699, withdrawal,10073281,withdrawal syndrome,341294461986430977,withdrawal symptom
700,bedridden,10048948,bedridden,341115149723250688,bedridden
701,destroyed my entire body,10022876,disability,341115149723250688,invalid
702,loopy,10017565,feeling abnormal,345578027834556416,fuzzy
703,lucidity,10079069,abnormal dreams,348898590124552193,lucid dreams
704,hurts,10022086,injection site pain,347326633725800448,injection site pain
705,insomniac,10022437,insomnia,352468992402796544,insomnia
706,destroyed my lungs,10025082,lung disorder,351521362562654208,lung disorder
707,chemo,10061758,chemotherapy,351521362562654208,chemotherapy
708,nocturnal,10041017,insomnia,342476405872939008,sleeplessness
709,face break out,10000496,acne,358353085535494144,acne
710,weight,10047896,weight increased,333210857737695232,weight gain
711,insomnia,10022437,insomnia,343255424683892736,insomnia
712,sleep,10041001,insomnia,344872069089075200,sleep loss
713,feels like when you come off heroin,10073281,withdrawal syndrome,341139910352326656,withdrawal symptom
714,acid like trips,10034376,illusion,329729190993747968,perceptual distortion
715,withdrawal,10073281,withdrawal syndrome,343656563547967488,withdrawal symptom
716,sweatin,10042661,hyperhidrosis,332538601629966336,sweating
717,dreams became vivider,10047666,abnormal dreams,348901778563166209,vivid dreams
718,coming off effexor is not fun,10048010,withdrawal syndrome,348243864877940736,withdrawal syndrome
719,lost effectiveness,10043087,tachyphylaxis,341808582465032192,tachyphylaxis
720,destroyed my liver,10024668,liver injury,342730668704415745,liver damage
721,tendon rupture,10043248,tendon rupture,353836819030360064,tendon rupture
722,crippled,10049278,gait inability,353836819030360064,unable to walk
723,weak,10047862,asthenia,353176251315388416,weakness
724,not sleeping,10041001,insomnia,342108661340045312,sleep loss
725,hating food,10049238,food aversion,344583271889379328,food aversion
726,stressful,10042209,stress,342170584928624640,stress
727,coma,10041349,somnolence,342344675572727811,somnolence
728,hating the world,10002368,anger,345297976589172736,anger
729,tweakin out,10070679,feeling abnormal,342944016616259585,feeling stoned
730,fluid retention,10016807,fluid retention,348262745730338817,fluid retention
731,pain,10033371,pain,348262745730338817,pain
732,withdrawals,10073281,withdrawal syndrome,351679516072087552,withdrawal symptom
733,sleepy,10041018,somnolence,334022366457917440,sleepy
734,allergic,10001718,hypersensitivity,358354458083729408,allergic reaction
735,face break out,10000496,acne,358354458083729408,acne
736,tolerance,10043087,tachyphylaxis,340739507114610688,tachyphylaxis
737,come too fast,10036596,premature ejaculation,340739507114610688,premature ejaculation
738,mood swings,10027951,mood swings,342013591882457089,mood swings
739,"you can check in, but you can never leave",10013663,drug dependence,349638554021937154,drug dependence
740,gaps in memory,10027175,memory impairment,345410371047260163,memory impairment
741,beat up,10048024,fatigue,341809071080497152,worn out
742,night terrors,10029411,sleep terror,354265959877443586,night terrors
743,chest hurt,10008479,chest pain,345293061229772800,chest pain
744,dizzy,10013580,dizziness,345293061229772800,dizzy
745,increase my weight,10047898,weight increased,349181683293102080,weight increase
746,fewer hours sleep,10041001,insomnia,327148912026734592,sleep loss
747,ate,10021654,increased appetite,326784616725880832,increased appetite
748,sloth,10041052,sluggishness,344551845043245056,sluggishness
749,weight gain,10047896,weight increased,344551845043245056,weight gain
750, sleeping 18 hrs a day ,10011865,somnolence,349200053262508033,daytime sleepiness
751,light nights sleep,10040995,sleep disorder,326614974128611328,sleep disturbance
752,aching,10062428,pain,349629182269067268,generalized aching
753,might notice if i got hit in the crotch w/ a lance in a jousting accident,10024870,loss of libido,332946951085645824,loss of libido
754,portions prob too big,10015598,hyperphagia,346300414737657856,excessive eating
755,panic attacks,10033665,panic attack,333893811094835200,panic attacks
756,fucks up my sleep,10040999,sleep disorder,342318826886676480,sleep disturbed
757,withdrawal,10048010,withdrawal syndrome,349022614959837184,withdrawal syndrome
758,lost 10 pounds,10047900,weight decreased,348083103367041025,weight loss
759,cravings,10056465,food craving,328962220069371905,food craving
760,hunger,10016336,hunger,328962220069371905,feeling hungry
761,crazy dreams,10004969,abnormal dreams,348910622882271233,bizarre dreams
762,nosleep,10041001,insomnia,342161425730510848,sleep loss
763,messed up my attitude,10003743,personality change,347834624304640001,attitude change
764,mean,10045549,personality disorder,347834624304640001,unpleasant personality
765,sleep for 15 hours,10041000,hypersomnia,343283285671170048,sleep excessive
766,negative,10058672,negative thoughts,342646731856572416,negative thoughts
767,withdrawals,10073281,withdrawal syndrome,340474716039020545,withdrawal symptom
768,drowsy,10013649,somnolence,326972731151228928,drowsiness
769,tired,10043890,fatigue,346054053182193665,tiredness
770,intense dreams,10047666,abnormal dreams,349549083389734912,vivid dreams
771,could be tired,10022437,insomnia,341767085216645120,insomnia
772,never sleeping,10041001,insomnia,341767085216645120,sleep loss
773,zombieish,10016384,feeling abnormal,332166258600591361,felt like a zombie
774,make those numbers bigger,10047896,weight increased,347632066566955008,weight gain
775,hating the world,10023000,irritability,345298918160089088,irritable
776,want to sleeeeep,10022437,insomnia,342157040875106304,insomnia
777,sick,10016365,malaise,345241637078847489,feeling sick
778,knocks you outttttttt,10024855,loss of consciousness,346348329573179393,loss of consciousness
779,headache,10019211,headache,351522228065677312,headache
780,nausea,10028813,nausea,351522228065677312,nausea
781,throat,10013789,dry throat,352682252943097858,dry throat
782,dry nose,10013782,nasal dryness,352682252943097858,dry nose
783,sicksicksick,10016365,malaise,350461821540511744,feeling sick
784,withdrawals,10048010,withdrawal syndrome,350461821540511744,withdrawal syndrome
785,withdraws,10048010,withdrawal syndrome,350461821540511744,withdrawal syndrome
786,sick,10016365,malaise,350461821540511744,feeling sick
787,tummy trouble,10045148,abdominal pain,341903484242784256,tummy ache
788,can't sleep,10041001,insomnia,344746260735086592,sleep loss
789,withdrawal,10073281,withdrawal syndrome,333427125795291136,withdrawal symptom
790,cant feel my mouth,10029855,hypoaesthesia oral,347309156950228993,numbness oral
791,addictive,10012336,drug dependence,347901459817455617,dependence addictive
792,dead from the waist down,10024870,loss of libido,350041405743316992,loss of libido
793,zombie,10016384,feeling abnormal,342050583336857600,felt like a zombie
794,fat,10047896,weight increased,342349802601844737,weight gain
795,gainin weight,10047896,weight increased,342349802601844737,weight gain
796,can't cum,10021574,anorgasmia,342349802601844737,inability to orgasm
797,just now wake up,10019158,somnolence,351727727977570304,hard to awaken
798,sick,10016365,malaise,354054424613756928,feeling sick
799,withdrawal,10048010,withdrawal syndrome,354054424613756928,withdrawal syndrome
800,withdrawals,10073281,withdrawal syndrome,340331870745149440,withdrawal symptom
801,irritable,10023000,irritability,340331870745149440,irritable
802,headache,10019211,headache,340331870745149440,headache
803,no taste,10043134,ageusia,344106817900646401,taste loss
804,appetite,10074314,appetite disorder,333422979587395584,appetite fluctuation
805,feel like i need to throw up,10028823,nausea,343743356163207169,nauseous
806,withdrawal,10073281,withdrawal syndrome,332464487540076544,withdrawal symptom
807,just woke up,10041349,somnolence,349916421687480320,somnolence
808,dehydrate,10012174,dehydration,344220746198958080,dehydration
809,pee way too much,10046600,pollakiuria,344220746198958080,urination frequency of
810, withdrawal,10073281,withdrawal syndrome,340345154877673473,withdrawal symptom
811,withdrawal,10073281,withdrawal syndrome,340253546513584128,withdrawal symptom
812,aches,10000424,pain,350547781091459072,ache
813,pains,10033371,pain,350547781091459072,pain
814,tremors in hands,10044577,tremor,351677046755303424,tremor of hands
815,desperation,10016344,feeling of despair,351677046755303424,feeling of despair
816,body would rock ,10044565,tremor,351677046755303424,tremor
817,tremors in hands and legs,10044565,tremor,351677046755303424,tremor
818,restlessness,10038743,restlessness,351677046755303424,restlessness
819,drunk,10013767,feeling drunk,332149585260716033,drunk-like effect
820,dry-mouth,10013781,dry mouth,346719952394416128,dry mouth
821,no appetite,10003017,decreased appetite,333600785923461120,appetite absent
822,addiction,10001125,dependence,340261980675907585,addiction
823,angry,10002368,anger,340613526244704256,anger
824,withdrawls,10073281,withdrawal syndrome,340613526244704256,withdrawal symptom
825,miserable,10016342,feeling abnormal,340613526244704256,feeling miserable
826,drowsy,10013649,somnolence,342222086913261568,drowsiness
827,weight gain,10047896,weight increased,342222086913261568,weight gain
828,nosebleed,10029792,epistaxis,344446908271570944,nose bleed
829,zombie,10016384,feeling abnormal,347260952837754880,felt like a zombie
830,nightmare,10029412,nightmare,342232503395962880,nightmare
831,flu iike symptoms,10016791,influenza like illness,343255526232178688,flu like symptoms
832,sweats,10042661,hyperhidrosis,343255526232178688,sweating
833,shivers,10040559,chills,343255526232178688,shivers
834,aches and pains,10000424,pain,343255526232178688,ache
835,increase my weight,10047896,weight increased,349181810237898752,weight gain
836,can't sleep,10041001,insomnia,351027118215413761,sleep loss
837,crazy,10037234,psychotic disorder,351612615128133633,psychosis
838,hungry,10020466,hunger,344923302919278592,hunger
839,tear my own face off &amp; eat it,10020467,appetite disorder,344923302919278592,hunger abnormal
840,cry,10011469,crying,344923302919278592,crying
841,rip out my teeth,10001495,agitation,340217407362715649,agitated
842,thirty minutes to type,10010300,confusional state,348283506037764098,confusion
843,lo0o0py,10017565,feeling abnormal,348283506037764098,fuzzy
844,waking up without knowing i feel asleep,10041349,somnolence,348283506037764098,somnolence
845,swollen lower legs,10042700,peripheral swelling,343472402082181120,swelling of legs
846,back pain,10003988,back pain,343472402082181120,back pain
847,fluid retention,10016807,fluid retention,343472402082181120,fluid retention
848,aches,10000424,pain,343472402082181120,ache
849,painful,10033371,pain,347173948510834688,pain
850,cooked my brain,10027175,memory impairment,343771158736404481,memory impairment
851,hallucinations,10019077,hallucination,331478814888689664,hallucinations
852,breastmilk production,10023666,galactorrhoea,331478814888689664,lactation induced
853,exacerbates,10076326,condition aggravated,342359425400582144,condition worsened
854,addicted,10012336,drug dependence,340307896074133504,dependence addictive
855,discomfort,10013082,discomfort,333014107940872193,discomfort
856,gorked,10016322,feeling abnormal,333787466597285888,feeling abnormal
857,panic attack,10033664,panic attack,332830369000853504,panic attack
858,stopped working,10043087,tachyphylaxis,347620121323372545,tachyphylaxis
859,veins,10047184,vein disorder,341668123092598784,vein disorder
860,hungrier,10016336,hunger,331842963699286016,feeling hungry
861,addiction,10001125,dependence,344829955051495424,addiction
862,get out of bed,10019158,somnolence,353477521070751744,hard to awaken
863,cravings,10056465,food craving,354004406896828416,food craving
864,increased appetite,10021654,increased appetite,354004406896828416,increased appetite
